sample_id,time_slot,Load1_mw,Load2_mw,Load3_mw,Load4_mw,Load5_mw,Load6_mw,Load7_mw,Load8_mw,Load9_mw,Load10_mw,Load11_mw,Load12_mw,Load13_mw,Load14_mw,Load15_mw,Load16_mw,Load17_mw,Load18_mw,Load19_mw,Load20_mw,Load21_mw,Load22_mw,Load23_mw,Load24_mw,Load25_mw,Load26_mw,Load27_mw,Load28_mw,Load29_mw,Load30_mw,Load31_mw,Load32_mw,fixed_total_mw,PV_Bus6_irr,PV_Bus14_irr,PV_Bus19_irr,PV_Bus25_irr,PV_Bus31_irr,BESS_Bus18_se_init_mwh,BESS_Bus18_p_init_mw,EV_Bus19_cur,EV_Bus19_lb,EV_Bus19_ub,EV_Bus7_cur,EV_Bus7_lb,EV_Bus7_ub,AC_Bus2_cur,AC_Bus2_lb,AC_Bus2_ub
53,13:00,0.086430,0.090616,0.092257,0.045735,0.051617,0.172857,0.151221,0.045999,0.050525,0.032973,0.045963,0.048360,0.105409,0.045033,0.039100,0.038745,0.062842,0.062455,0.070785,0.063349,0.066844,0.066331,0.320737,0.379889,0.051104,0.048008,0.045721,0.091709,0.165006,0.126827,0.152532,0.048106,2.965087,0.572381,0.585201,0.628097,0.658771,0.578870,3.473831,0.000000,0.713646,0.713646,0.967356,0.819640,0.819640,0.819640,0.816220,0.696346,0.889835
54,13:15,0.074294,0.077419,0.088575,0.053169,0.058539,0.157852,0.124765,0.045313,0.053846,0.037944,0.049134,0.052776,0.100527,0.053779,0.052349,0.055236,0.074491,0.078421,0.069703,0.067586,0.084185,0.073466,0.362596,0.339738,0.045129,0.047993,0.054825,0.101205,0.132453,0.117272,0.197698,0.046916,3.029194,0.578568,0.572968,0.554869,0.623803,0.515880,2.691654,0.000000,0.831339,0.831339,0.960360,0.793418,0.673050,0.996317,0.779277,0.779277,0.947757
55,13:30,0.084828,0.076466,0.100507,0.049906,0.046413,0.172422,0.159107,0.045615,0.046455,0.043230,0.039631,0.050347,0.079798,0.047432,0.045871,0.037953,0.074724,0.069192,0.056827,0.077964,0.082247,0.082644,0.347702,0.337199,0.054319,0.056018,0.053386,0.086872,0.163053,0.125145,0.137457,0.050201,2.980929,0.626047,0.495940,0.603788,0.545713,0.569206,3.361408,0.000000,0.980827,0.743918,1.031661,0.813793,0.694056,0.933458,0.733976,0.631790,1.013038
56,13:45,0.087882,0.072535,0.109447,0.049444,0.050954,0.146546,0.194377,0.050214,0.051380,0.030186,0.044015,0.053897,0.098672,0.038782,0.052940,0.045352,0.082093,0.071308,0.073413,0.080422,0.065484,0.064798,0.329125,0.363492,0.041577,0.039960,0.051911,0.090137,0.153597,0.097637,0.156463,0.047924,2.985965,0.608809,0.614875,0.492449,0.533974,0.541085,2.897290,0.000000,0.873706,0.645402,1.048392,0.744618,0.651566,1.037598,0.816240,0.660732,0.885386
57,14:00,0.079505,0.071993,0.106879,0.053762,0.046391,0.156479,0.170522,0.045163,0.050794,0.035661,0.043320,0.043380,0.109823,0.047220,0.055839,0.045506,0.074050,0.089172,0.064347,0.058299,0.081213,0.066006,0.335095,0.316115,0.049256,0.043410,0.047107,0.100256,0.143777,0.111529,0.162063,0.041116,2.945046,0.547327,0.509492,0.541078,0.603734,0.548552,2.644911,0.000000,0.765716,0.707810,0.863561,0.777803,0.698108,0.840516,0.854750,0.799947,0.857729
58,14:15,0.083851,0.081089,0.094119,0.052918,0.044805,0.136589,0.162685,0.039673,0.046972,0.040739,0.038935,0.041968,0.086318,0.047821,0.046366,0.054859,0.079078,0.075764,0.073240,0.075028,0.065966,0.078377,0.299419,0.365024,0.053834,0.049141,0.047278,0.100105,0.114516,0.123952,0.166532,0.047882,2.914845,0.507004,0.562521,0.411823,0.507201,0.469084,3.107921,0.000000,0.799242,0.696850,0.799242,0.790758,0.706843,0.912468,0.804129,0.775074,0.804129
59,14:30,0.073189,0.071195,0.114344,0.042177,0.042635,0.139987,0.188741,0.046050,0.048158,0.034753,0.043722,0.047147,0.120302,0.055003,0.044164,0.051409,0.066401,0.059558,0.079807,0.080825,0.079999,0.069020,0.332337,0.363314,0.050172,0.046381,0.040465,0.097664,0.178306,0.106250,0.179781,0.049883,3.043137,0.557663,0.513680,0.511032,0.520419,0.501865,3.160900,0.000000,0.841872,0.766148,0.841872,0.674583,0.667103,0.985139,0.739922,0.655791,0.739922
60,14:45,0.079408,0.069550,0.122400,0.051131,0.046191,0.168976,0.145139,0.055726,0.045236,0.038149,0.053601,0.050302,0.097791,0.048490,0.048165,0.045645,0.069391,0.083407,0.071868,0.066948,0.068906,0.080652,0.361974,0.358065,0.047191,0.051215,0.045321,0.094361,0.177118,0.131682,0.152886,0.044294,3.071178,0.451075,0.426623,0.384830,0.485903,0.484686,3.526804,0.000000,0.733501,0.733501,0.733501,0.829770,0.609972,0.849747,0.777880,0.677557,0.858869
61,15:00,0.068512,0.075070,0.103758,0.043583,0.048639,0.160097,0.191819,0.057946,0.040506,0.045535,0.044147,0.053359,0.106620,0.043756,0.050991,0.048071,0.076932,0.074572,0.081611,0.073441,0.071667,0.080880,0.359901,0.365051,0.045365,0.043515,0.045835,0.091154,0.174715,0.133342,0.167441,0.055547,3.123376,0.454023,0.393549,0.557642,0.380625,0.373310,3.431612,0.000000,0.835116,0.727179,0.835116,0.921380,0.705568,0.921380,0.776268,0.646734,0.776268
62,15:15,0.093713,0.073627,0.103121,0.039779,0.045465,0.145112,0.131758,0.049340,0.037831,0.031741,0.046150,0.044715,0.101406,0.050260,0.053129,0.052439,0.081500,0.073140,0.075374,0.076896,0.074191,0.070249,0.330037,0.313476,0.050826,0.048311,0.045535,0.091080,0.142888,0.133858,0.172035,0.044562,2.923542,0.348075,0.417010,0.376319,0.470167,0.395456,2.546213,0.000000,0.784436,0.672875,0.784436,0.875500,0.674539,0.875500,0.816172,0.794272,0.914654
63,15:30,0.084490,0.087694,0.113317,0.057907,0.043954,0.178032,0.151371,0.050043,0.042715,0.034343,0.045635,0.053343,0.105728,0.050300,0.042335,0.047420,0.067940,0.079802,0.082067,0.081173,0.067873,0.053305,0.282076,0.391322,0.046981,0.045271,0.056985,0.110275,0.163549,0.118772,0.169045,0.050057,3.055118,0.326941,0.383337,0.368142,0.370711,0.435014,2.875227,0.000000,0.946274,0.745988,0.982236,0.911133,0.632030,0.984876,0.720863,0.535660,0.720863
64,15:45,0.081643,0.075924,0.091008,0.049260,0.041261,0.186820,0.152575,0.059099,0.048961,0.040628,0.048859,0.048969,0.092503,0.049706,0.050683,0.045268,0.072759,0.069185,0.090625,0.073020,0.085066,0.072239,0.352759,0.298409,0.046924,0.050155,0.056911,0.100422,0.186391,0.130669,0.199900,0.048830,3.097433,0.397874,0.281035,0.323677,0.317121,0.266875,3.657886,0.000000,0.848262,0.683791,0.848262,0.886200,0.886200,0.993956,0.808439,0.808439,0.981852
65,16:00,0.079938,0.079413,0.121857,0.047555,0.047220,0.166270,0.180542,0.046502,0.046186,0.040881,0.051163,0.039216,0.086511,0.056696,0.051277,0.045539,0.072684,0.074042,0.079384,0.063900,0.067726,0.075962,0.341627,0.364805,0.043235,0.051057,0.054677,0.103392,0.166606,0.122058,0.158132,0.048941,3.074995,0.343849,0.330975,0.272879,0.273804,0.298719,3.171420,0.000000,0.839596,0.713011,0.839596,0.781157,0.736093,0.887177,0.861473,0.759328,1.003529
66,16:15,0.072952,0.070818,0.094099,0.046075,0.047834,0.184048,0.167925,0.061603,0.050236,0.035971,0.049414,0.050660,0.103087,0.059651,0.045218,0.053637,0.075629,0.062450,0.079800,0.083482,0.067739,0.074024,0.286100,0.302231,0.054570,0.047090,0.043917,0.101054,0.156044,0.117670,0.185659,0.043655,2.974340,0.303320,0.250173,0.321655,0.283583,0.240546,3.155219,0.000000,0.748693,0.734368,1.012723,0.925153,0.675126,1.009766,0.818552,0.818552,0.818552
67,16:30,0.088929,0.082051,0.098282,0.049712,0.053244,0.167144,0.143631,0.045468,0.050655,0.041630,0.057489,0.053349,0.101826,0.053197,0.046191,0.048733,0.068118,0.064966,0.076713,0.075614,0.079341,0.078291,0.354843,0.365720,0.049280,0.051534,0.045897,0.102641,0.175997,0.115442,0.174116,0.046405,3.106448,0.240484,0.225172,0.243231,0.254095,0.231829,3.929755,0.000000,0.781421,0.643309,1.041915,0.912753,0.763806,1.107249,0.903807,0.903807,0.903807
68,16:45,0.084624,0.076395,0.090162,0.051664,0.048924,0.155241,0.152460,0.062837,0.048282,0.031773,0.046126,0.049333,0.104599,0.052340,0.052944,0.046391,0.076915,0.067866,0.069774,0.067557,0.065543,0.082299,0.371023,0.381021,0.049783,0.053441,0.040855,0.107737,0.168223,0.131746,0.180155,0.044694,3.112724,0.172631,0.184711,0.202986,0.177491,0.198919,3.698745,0.000000,0.702666,0.674746,0.978813,0.835579,0.627097,0.835579,0.766701,0.700518,0.800284
69,17:00,0.072030,0.072990,0.109555,0.047608,0.046836,0.184890,0.160549,0.055174,0.051817,0.035987,0.052069,0.051278,0.109517,0.046961,0.049891,0.049380,0.079777,0.066888,0.082108,0.078005,0.064714,0.083534,0.425504,0.382646,0.056776,0.050110,0.041431,0.081047,0.169845,0.116862,0.157996,0.049374,3.183150,0.180454,0.183274,0.148653,0.186709,0.153675,3.439511,0.000000,0.879077,0.622325,0.886440,0.953132,0.649808,1.008823,0.787959,0.767839,1.029943
70,17:15,0.084832,0.078037,0.102579,0.045431,0.042920,0.179820,0.168466,0.055321,0.049396,0.031984,0.054411,0.047780,0.102629,0.046405,0.057776,0.045268,0.071915,0.075226,0.066298,0.076887,0.086424,0.070776,0.361049,0.251830,0.049425,0.048065,0.045557,0.109967,0.159997,0.121843,0.167112,0.040107,2.995533,0.131485,0.156329,0.122704,0.157240,0.136233,3.002790,0.000000,0.731378,0.731378,0.731378,0.763591,0.697904,1.088590,0.890523,0.686458,1.047886
71,17:30,0.080789,0.076386,0.094196,0.052294,0.046661,0.175411,0.172469,0.049248,0.047362,0.037725,0.052276,0.059766,0.108409,0.054385,0.064853,0.052106,0.077926,0.079557,0.066825,0.071025,0.070562,0.079138,0.340805,0.351641,0.054938,0.053826,0.048748,0.092459,0.183916,0.133460,0.145567,0.047998,3.122728,0.115598,0.094127,0.111389,0.116652,0.112736,3.259091,0.000000,0.839494,0.782354,1.010084,0.849271,0.768304,0.931763,0.770177,0.706862,0.927583
72,17:45,0.086493,0.066214,0.082851,0.047758,0.053262,0.192772,0.177838,0.042216,0.048331,0.038063,0.050360,0.052150,0.089887,0.049803,0.051561,0.053567,0.068242,0.071660,0.054154,0.069609,0.070330,0.066654,0.352105,0.344431,0.038302,0.050548,0.044888,0.103769,0.143795,0.124074,0.168280,0.050981,3.004948,0.081315,0.087497,0.092033,0.092924,0.106905,3.112948,0.000000,0.782630,0.706196,0.782630,0.702864,0.682374,0.923922,0.774526,0.769996,0.898868
73,18:00,0.081750,0.077278,0.098595,0.046939,0.041758,0.156296,0.147025,0.040881,0.045481,0.033179,0.052298,0.052383,0.089893,0.048127,0.040231,0.046970,0.077077,0.080234,0.068834,0.081916,0.062885,0.064872,0.370438,0.403694,0.051851,0.049214,0.038566,0.078839,0.166842,0.119109,0.153821,0.049737,3.017012,0.066402,0.066437,0.067361,0.076014,0.069072,2.796051,0.000000,0.833032,0.791883,0.936166,0.912898,0.724128,0.912898,0.911201,0.652755,1.183478
74,18:15,0.093320,0.071141,0.099254,0.042820,0.051685,0.153009,0.165309,0.047706,0.058553,0.044126,0.049329,0.049415,0.094535,0.054532,0.047486,0.047032,0.080859,0.069687,0.073373,0.062005,0.078838,0.087946,0.368496,0.393950,0.044947,0.050261,0.044470,0.095965,0.176309,0.124002,0.147577,0.042644,3.110582,0.056587,0.053807,0.044324,0.054115,0.040099,3.231994,0.000000,0.753653,0.753653,1.107888,0.929847,0.582152,1.048855,0.890505,0.607343,0.890505
75,18:30,0.090568,0.073318,0.092709,0.053128,0.053545,0.183935,0.176849,0.054065,0.052365,0.037563,0.049226,0.047631,0.085748,0.044128,0.047413,0.049967,0.083728,0.072878,0.080527,0.081082,0.071490,0.077536,0.333206,0.386677,0.051891,0.042981,0.049577,0.113660,0.159683,0.127433,0.180083,0.043731,3.148322,0.040496,0.035236,0.038153,0.036813,0.031975,2.978695,0.000000,0.854678,0.613749,0.856021,0.885347,0.738592,0.885347,0.849454,0.708865,0.914299
76,18:45,0.093465,0.075513,0.084121,0.041010,0.047933,0.186817,0.158572,0.054813,0.050183,0.038071,0.042002,0.053022,0.093707,0.052661,0.044530,0.049335,0.075275,0.071595,0.075657,0.070778,0.067996,0.084390,0.374934,0.313520,0.051233,0.044877,0.042734,0.106977,0.134053,0.132425,0.165382,0.047451,3.025034,0.026793,0.022024,0.026227,0.027127,0.026814,3.511236,0.000000,0.832922,0.749096,0.832922,0.793907,0.715976,0.793907,0.805738,0.805738,1.060176
77,19:00,0.083191,0.071724,0.090470,0.039024,0.049801,0.163537,0.169502,0.041723,0.051272,0.043546,0.048543,0.047868,0.099307,0.057954,0.043235,0.049144,0.066470,0.068296,0.071889,0.081982,0.085259,0.075485,0.324458,0.421199,0.046106,0.045414,0.039616,0.109779,0.176095,0.149526,0.145153,0.055188,3.111753,0.011444,0.009777,0.013034,0.013430,0.011158,3.343188,0.000000,0.753997,0.753997,0.753997,0.899237,0.758022,0.899237,0.850441,0.648955,0.850441
78,19:15,0.077210,0.073728,0.089206,0.043386,0.052597,0.157619,0.190710,0.047810,0.043183,0.040072,0.050592,0.051049,0.106512,0.044483,0.046984,0.046774,0.062171,0.069503,0.080924,0.073079,0.061776,0.060278,0.388587,0.330119,0.044509,0.046286,0.040559,0.108724,0.152397,0.135243,0.167424,0.054393,3.037886,0.009013,0.009362,0.008613,0.009283,0.008848,2.680834,0.000000,0.813523,0.752305,0.957389,0.842600,0.717280,0.872365,0.893547,0.630297,0.893547
79,19:30,0.078432,0.062760,0.077721,0.047658,0.049308,0.164969,0.165603,0.037929,0.040616,0.042220,0.042091,0.049886,0.087570,0.047389,0.044037,0.049655,0.071486,0.067360,0.063116,0.072410,0.061969,0.073536,0.415540,0.373536,0.050392,0.046612,0.037900,0.081596,0.176818,0.108254,0.153045,0.046236,2.987649,0.006358,0.005915,0.005833,0.006282,0.006401,3.092399,0.000000,0.700356,0.599716,0.879115,0.713717,0.632921,0.814551,0.824506,0.667707,0.867797
80,19:45,0.078023,0.064213,0.084885,0.050011,0.048506,0.161845,0.159145,0.046654,0.049673,0.038086,0.050671,0.045971,0.105761,0.047500,0.049376,0.047749,0.071379,0.064534,0.074544,0.089479,0.067048,0.070153,0.310570,0.309210,0.053612,0.043314,0.044238,0.078134,0.143070,0.096264,0.172807,0.059441,2.875866,0.002932,0.002851,0.002940,0.002618,0.003119,2.539948,0.000000,0.745607,0.561650,0.952646,0.761562,0.761562,0.849339,0.725086,0.661993,0.940216
81,20:00,0.073045,0.074020,0.094508,0.048571,0.045566,0.170763,0.167017,0.047910,0.050118,0.036979,0.043848,0.039700,0.095584,0.048369,0.050865,0.041570,0.062560,0.071960,0.068306,0.055823,0.071377,0.056052,0.290701,0.364443,0.054234,0.040289,0.044353,0.092119,0.180111,0.109009,0.152869,0.052967,2.895607,0.000000,0.000000,0.000000,0.000000,0.000000,2.793034,0.000000,0.735751,0.712383,0.736716,0.751311,0.554136,0.773168,0.828549,0.661084,0.836816
82,20:15,0.075543,0.066262,0.092831,0.045810,0.043256,0.140885,0.145069,0.049741,0.041350,0.033252,0.045434,0.051578,0.086552,0.048894,0.050113,0.044332,0.065514,0.064722,0.065212,0.072641,0.068470,0.068499,0.277170,0.282096,0.054179,0.043823,0.041159,0.102002,0.152911,0.117989,0.154000,0.043194,2.734481,0.000000,0.000000,0.000000,0.000000,0.000000,2.843834,0.000000,0.730990,0.554607,0.836182,0.765613,0.762696,0.850855,0.637551,0.637551,1.074705
83,20:30,0.072942,0.052873,0.076769,0.043413,0.041598,0.150267,0.127001,0.046465,0.038234,0.037869,0.035927,0.038630,0.090356,0.050585,0.044734,0.045809,0.065166,0.058375,0.061864,0.057168,0.056734,0.067665,0.269479,0.313277,0.037722,0.044653,0.041249,0.098936,0.149240,0.121818,0.140318,0.043611,2.620749,0.000000,0.000000,0.000000,0.000000,0.000000,3.029375,0.000000,0.651887,0.597041,0.801234,0.670335,0.547098,0.706496,0.557011,0.557011,0.874430
84,20:45,0.074851,0.053562,0.082294,0.035304,0.052424,0.118008,0.125688,0.037737,0.035816,0.035863,0.052323,0.040116,0.073117,0.032698,0.041092,0.040787,0.059065,0.064579,0.065677,0.065221,0.061183,0.056220,0.314471,0.295209,0.045862,0.045448,0.036132,0.072158,0.129792,0.094178,0.158554,0.043600,2.539028,0.000000,0.000000,0.000000,0.000000,0.000000,2.205510,0.000000,0.779163,0.625869,0.818734,0.786221,0.630278,0.807462,0.777592,0.608934,0.777592
85,21:00,0.067742,0.061062,0.075801,0.050615,0.040601,0.130685,0.136594,0.032686,0.037766,0.033668,0.038301,0.037484,0.092449,0.046350,0.042985,0.039012,0.059840,0.056378,0.055209,0.054905,0.057519,0.054964,0.241366,0.292381,0.041831,0.047823,0.038140,0.084164,0.140500,0.099586,0.153700,0.044041,2.486151,0.000000,0.000000,0.000000,0.000000,0.000000,2.805951,0.000000,0.703503,0.566342,0.753270,0.588029,0.534360,0.732609,0.606768,0.606768,0.874681
86,21:15,0.060421,0.064241,0.075874,0.036366,0.034018,0.132925,0.141248,0.039956,0.047600,0.033340,0.037697,0.037656,0.081439,0.035633,0.043429,0.040299,0.059835,0.062347,0.068390,0.059336,0.057680,0.067141,0.298591,0.263511,0.038913,0.039653,0.040300,0.067233,0.109645,0.088604,0.122992,0.036389,2.422702,0.000000,0.000000,0.000000,0.000000,0.000000,2.450533,0.000000,0.689355,0.538952,0.762907,0.568852,0.522905,0.792152,0.686778,0.508490,0.760308
87,21:30,0.061330,0.047378,0.066720,0.036362,0.036303,0.116078,0.120867,0.037139,0.040197,0.027410,0.038387,0.034914,0.078051,0.038300,0.040110,0.039547,0.058630,0.054825,0.056726,0.061259,0.051760,0.051891,0.263083,0.269125,0.033871,0.036638,0.036567,0.057472,0.120343,0.090832,0.127126,0.042140,2.271381,0.000000,0.000000,0.000000,0.000000,0.000000,2.226832,0.000000,0.528394,0.472738,0.528394,0.585638,0.494840,0.678750,0.683372,0.559566,0.720794
88,21:45,0.062618,0.064331,0.070299,0.032261,0.030795,0.122875,0.095899,0.036857,0.037791,0.027344,0.034167,0.036908,0.071063,0.032216,0.041399,0.033706,0.056466,0.039728,0.059090,0.060098,0.052558,0.055329,0.258198,0.228821,0.036846,0.032109,0.032808,0.077742,0.127797,0.081166,0.113300,0.032679,2.175261,0.000000,0.000000,0.000000,0.000000,0.000000,2.038894,0.000000,0.624895,0.434014,0.706574,0.625722,0.477982,0.751148,0.564519,0.471925,0.615566
89,22:00,0.062520,0.050429,0.059259,0.033961,0.032473,0.147793,0.112982,0.031701,0.037635,0.020166,0.033266,0.039528,0.065144,0.027243,0.031650,0.037748,0.051292,0.045286,0.046045,0.046666,0.051218,0.056048,0.254963,0.241205,0.028567,0.028579,0.034712,0.057042,0.107372,0.084893,0.102221,0.029580,2.089185,0.000000,0.000000,0.000000,0.000000,0.000000,1.727442,0.000000,0.544080,0.471876,0.718169,0.582592,0.452559,0.600803,0.490430,0.426299,0.675865
90,22:15,0.064712,0.047000,0.065264,0.032680,0.030269,0.097126,0.126972,0.034577,0.034007,0.024926,0.028271,0.035439,0.057550,0.032314,0.026273,0.025011,0.048637,0.043323,0.037760,0.049685,0.057130,0.053686,0.214310,0.220164,0.034214,0.034950,0.030345,0.063063,0.107896,0.082912,0.108521,0.031047,1.980033,0.000000,0.000000,0.000000,0.000000,0.000000,2.061082,0.000000,0.596004,0.474989,0.653515,0.613774,0.407362,0.724968,0.549358,0.549358,0.549358
91,22:30,0.055614,0.048000,0.054041,0.034102,0.033568,0.105620,0.101681,0.030569,0.029658,0.023857,0.029987,0.027357,0.053518,0.027645,0.030558,0.029813,0.045806,0.047086,0.042027,0.051412,0.043640,0.042897,0.219349,0.170825,0.027530,0.032826,0.024700,0.066469,0.114703,0.071973,0.107680,0.033239,1.857749,0.000000,0.000000,0.000000,0.000000,0.000000,1.902881,0.000000,0.474968,0.432782,0.558075,0.474430,0.366393,0.618723,0.522176,0.390893,0.522176
92,22:45,0.046139,0.040935,0.051289,0.032357,0.021161,0.102086,0.090158,0.027199,0.033163,0.019753,0.026434,0.027993,0.059073,0.027110,0.023899,0.025907,0.047995,0.042862,0.044463,0.041432,0.039738,0.049681,0.194803,0.189737,0.031472,0.026314,0.026676,0.056784,0.094545,0.072748,0.120034,0.029316,1.763255,0.000000,0.000000,0.000000,0.000000,0.000000,1.664032,0.000000,0.384874,0.384874,0.574882,0.474766,0.381879,0.571070,0.470225,0.395561,0.541667
93,23:00,0.040547,0.038467,0.059272,0.028098,0.028357,0.073598,0.105869,0.023634,0.030933,0.022180,0.028381,0.024538,0.054477,0.025568,0.026910,0.026162,0.032043,0.044763,0.039922,0.038297,0.037993,0.041691,0.171037,0.145466,0.027924,0.028225,0.026296,0.047504,0.090235,0.057256,0.084265,0.024818,1.574728,0.000000,0.000000,0.000000,0.000000,0.000000,1.285616,0.000000,0.484941,0.334610,0.522693,0.534614,0.359437,0.565750,0.427560,0.326494,0.427560
94,23:15,0.042082,0.035675,0.063171,0.029182,0.020922,0.075901,0.088256,0.025564,0.023278,0.024038,0.027671,0.028106,0.049950,0.028770,0.025811,0.026072,0.042707,0.033692,0.046676,0.040982,0.045404,0.035920,0.170485,0.166001,0.027504,0.027009,0.025586,0.048222,0.078112,0.066755,0.089540,0.024992,1.584032,0.000000,0.000000,0.000000,0.000000,0.000000,1.569693,0.000000,0.516386,0.344342,0.616697,0.423353,0.355699,0.544164,0.396792,0.396792,0.539804
95,23:30,0.046361,0.045714,0.059869,0.028886,0.023017,0.083218,0.080461,0.028784,0.027290,0.017326,0.026326,0.022823,0.053379,0.022390,0.028251,0.027846,0.047927,0.043661,0.038546,0.043541,0.034623,0.036374,0.194081,0.147287,0.026732,0.024094,0.027104,0.047880,0.093234,0.067210,0.107063,0.026850,1.628149,0.000000,0.000000,0.000000,0.000000,0.000000,1.672412,0.000000,0.412826,0.338628,0.473643,0.465362,0.367680,0.682314,0.419391,0.337902,0.515694
96,23:45,0.047128,0.040200,0.051974,0.033343,0.024640,0.092105,0.082730,0.031623,0.029212,0.018759,0.028207,0.027523,0.050892,0.028866,0.027877,0.027411,0.040079,0.041983,0.041171,0.040486,0.037668,0.047065,0.168095,0.195856,0.025973,0.031553,0.024408,0.049718,0.080766,0.069250,0.081017,0.025548,1.643125,0.000000,0.000000,0.000000,0.000000,0.000000,1.496509,0.000000,0.355547,0.355547,0.519828,0.384892,0.384892,0.475644,0.482839,0.322860,0.634838
97,0:00,0.044914,0.033176,0.048251,0.026189,0.025841,0.078418,0.077388,0.019750,0.021382,0.018501,0.023577,0.024086,0.052783,0.021068,0.023342,0.024358,0.033335,0.040994,0.039119,0.036901,0.042295,0.030485,0.167220,0.173480,0.021721,0.024626,0.021261,0.051116,0.088120,0.061395,0.068171,0.021596,1.484859,0.000000,0.000000,0.000000,0.000000,0.000000,1.389994,0.000000,0.364167,0.299083,0.364167,0.447971,0.302529,0.457623,0.438094,0.278229,0.464134
98,0:15,0.034439,0.037735,0.043798,0.024387,0.023096,0.082729,0.079710,0.016371,0.024057,0.018864,0.024688,0.023392,0.055030,0.024370,0.024668,0.026103,0.036736,0.032267,0.026807,0.033760,0.038149,0.034199,0.178693,0.167899,0.026678,0.022936,0.024739,0.049659,0.090610,0.049001,0.078927,0.025639,1.480135,0.000000,0.000000,0.000000,0.000000,0.000000,1.290195,0.000000,0.454793,0.300956,0.479443,0.423723,0.319431,0.476136,0.406911,0.328596,0.587270
99,0:30,0.034816,0.039587,0.041395,0.022352,0.023589,0.093374,0.074579,0.021805,0.022074,0.020427,0.016791,0.021019,0.059483,0.024741,0.020777,0.023263,0.035278,0.038006,0.041487,0.036403,0.033150,0.037800,0.152109,0.146629,0.019250,0.019705,0.021267,0.041219,0.080309,0.051398,0.056060,0.020922,1.391063,0.000000,0.000000,0.000000,0.000000,0.000000,1.297433,0.000000,0.370978,0.271831,0.563708,0.365462,0.314840,0.488421,0.387703,0.265178,0.486473
